PhysicalX(mm),PhysicalY(mm),MaxAmplitude(dBm)
206.473,152.054,-83.408
210.043,152.054,-82.703
213.613,152.054,-83.532
217.183,152.054,-82.123
220.753,152.054,-83.146
224.323,152.054,-81.973
227.894,152.054,-82.741
231.464,152.054,-81.231
235.034,152.054,-81.180
238.604,152.054,-80.810
242.174,152.054,-80.649
245.744,152.054,-81.411
249.314,152.054,-81.760
252.884,152.054,-81.563
256.454,152.054,-82.185
260.024,152.054,-79.737
263.594,152.054,-80.948
267.164,152.054,-81.429
270.734,152.054,-81.595
274.304,152.054,-80.857
277.874,152.054,-81.182
281.444,152.054,-82.296
285.014,152.054,-81.658
288.585,152.054,-82.506
292.155,152.054,-82.221
295.725,152.054,-82.919
299.295,152.054,-82.289
302.865,152.054,-82.602
306.435,152.054,-83.128
310.005,152.054,-82.785
313.575,152.054,-80.879
317.145,152.054,-83.362
320.715,152.054,-83.303
324.285,152.054,-83.075
327.855,152.054,-84.291
331.425,152.054,-84.751
334.995,152.054,-83.562
338.565,152.054,-83.523
342.135,152.054,-82.698
345.705,152.054,-83.880
349.276,152.054,-83.259
352.846,152.054,-85.189
356.416,152.054,-84.429
359.986,152.054,-83.226
363.556,152.054,-84.016
367.126,152.054,-81.593
156.492,156.017,-90.115
160.062,156.017,-90.186
163.632,156.017,-89.718
167.203,156.017,-88.874
170.773,156.017,-87.720
174.343,156.017,-88.130
177.913,156.017,-86.393
181.483,156.017,-86.896
185.053,156.017,-84.720
188.623,156.017,-86.096
192.193,156.017,-84.710
195.763,156.017,-86.059
199.333,156.017,-85.371
202.903,156.017,-83.591
206.473,156.017,-83.440
210.043,156.017,-85.006
213.613,156.017,-82.390
217.183,156.017,-82.644
220.753,156.017,-82.909
224.323,156.017,-81.368
227.894,156.017,-80.720
231.464,156.017,-80.798
235.034,156.017,-81.764
238.604,156.017,-80.315
242.174,156.017,-80.832
245.744,156.017,-82.682
249.314,156.017,-79.884
252.884,156.017,-80.828
256.454,156.017,-81.043
260.024,156.017,-81.381
263.594,156.017,-81.927
267.164,156.017,-81.514
270.734,156.017,-81.190
274.304,156.017,-81.935
277.874,156.017,-82.108
281.444,156.017,-80.389
285.014,156.017,-81.580
288.585,156.017,-82.118
292.155,156.017,-80.923
295.725,156.017,-83.237
299.295,156.017,-83.068
302.865,156.017,-82.964
306.435,156.017,-83.048
310.005,156.017,-83.821
313.575,156.017,-83.260
317.145,156.017,-83.641
320.715,156.017,-83.888
324.285,156.017,-83.460
327.855,156.017,-81.464
331.425,156.017,-80.766
334.995,156.017,-83.302
338.565,156.017,-83.459
342.135,156.017,-83.461
345.705,156.017,-84.293
349.276,156.017,-81.900
352.846,156.017,-84.325
356.416,156.017,-84.523
359.986,156.017,-83.500
363.556,156.017,-83.604
367.126,156.017,-84.518
156.492,159.980,-88.244
160.062,159.980,-87.626
163.632,159.980,-87.224
167.203,159.980,-87.346
170.773,159.980,-86.939
174.343,159.980,-87.358
177.913,159.980,-87.112
181.483,159.980,-86.750
185.053,159.980,-87.314
188.623,159.980,-86.154
192.193,159.980,-85.279
195.763,159.980,-85.453
199.333,159.980,-84.373
202.903,159.980,-84.792
206.473,159.980,-84.881
210.043,159.980,-83.866
213.613,159.980,-82.762
217.183,159.980,-83.391
220.753,159.980,-83.039
224.323,159.980,-83.833
227.894,159.980,-83.057
231.464,159.980,-82.538
235.034,159.980,-83.772
238.604,159.980,-82.783
242.174,159.980,-83.717
245.744,159.980,-83.138
249.314,159.980,-82.746
252.884,159.980,-81.620
256.454,159.980,-81.918
260.024,159.980,-82.413
263.594,159.980,-82.556
267.164,159.980,-83.165
270.734,159.980,-83.114
274.304,159.980,-83.638
277.874,159.980,-82.742
281.444,159.980,-83.282
285.014,159.980,-84.310
288.585,159.980,-83.644
292.155,159.980,-83.724
295.725,159.980,-84.657
299.295,159.980,-83.892
302.865,159.980,-84.216
306.435,159.980,-85.182
310.005,159.980,-84.343
313.575,159.980,-85.159
317.145,159.980,-85.471
320.715,159.980,-82.752
324.285,159.980,-85.004
327.855,159.980,-84.323
331.425,159.980,-85.392
334.995,159.980,-85.773
338.565,159.980,-83.179
342.135,159.980,-86.086
345.705,159.980,-83.871
349.276,159.980,-85.140
352.846,159.980,-84.289
356.416,159.980,-85.777
359.986,159.980,-82.301
363.556,159.980,-82.418
367.126,159.980,-87.420
156.492,163.943,-89.085
160.062,163.943,-88.875
163.632,163.943,-88.727
167.203,163.943,-87.928
170.773,163.943,-87.629
174.343,163.943,-87.627
177.913,163.943,-86.730
181.483,163.943,-86.373
185.053,163.943,-86.134
188.623,163.943,-86.603
192.193,163.943,-85.554
195.763,163.943,-85.686
199.333,163.943,-85.609
202.903,163.943,-83.905
206.473,163.943,-84.594
210.043,163.943,-84.767
213.613,163.943,-84.257
217.183,163.943,-83.697
220.753,163.943,-83.279
224.323,163.943,-83.552
227.894,163.943,-82.817
231.464,163.943,-83.598
235.034,163.943,-83.538
238.604,163.943,-83.124
242.174,163.943,-80.583
245.744,163.943,-82.301
249.314,163.943,-82.735
252.884,163.943,-82.981
256.454,163.943,-83.475
260.024,163.943,-83.063
263.594,163.943,-81.138
267.164,163.943,-82.486
270.734,163.943,-82.300
274.304,163.943,-81.931
277.874,163.943,-83.385
281.444,163.943,-83.613
285.014,163.943,-83.604
288.585,163.943,-83.766
292.155,163.943,-83.263
295.725,163.943,-83.124
299.295,163.943,-84.478
302.865,163.943,-85.709
306.435,163.943,-85.954
310.005,163.943,-83.768
313.575,163.943,-85.424
317.145,163.943,-82.987
320.715,163.943,-82.624
324.285,163.943,-84.496
327.855,163.943,-83.005
331.425,163.943,-80.238
334.995,163.943,-84.207
338.565,163.943,-81.197
342.135,163.943,-87.600
345.705,163.943,-85.908
349.276,163.943,-86.169
352.846,163.943,-85.635
356.416,163.943,-81.993
359.986,163.943,-87.503
363.556,163.943,-86.523
367.126,163.943,-87.859
156.492,167.907,-88.717
160.062,167.907,-89.399
163.632,167.907,-88.154
167.203,167.907,-87.322
170.773,167.907,-87.764
174.343,167.907,-86.534
177.913,167.907,-86.358
181.483,167.907,-85.892
185.053,167.907,-85.355
188.623,167.907,-86.688
192.193,167.907,-85.352
195.763,167.907,-84.461
199.333,167.907,-86.164
202.903,167.907,-85.546
206.473,167.907,-85.195
210.043,167.907,-85.096
213.613,167.907,-84.449
217.183,167.907,-84.283
220.753,167.907,-84.286
224.323,167.907,-84.623
227.894,167.907,-83.917
231.464,167.907,-83.492
235.034,167.907,-84.023
238.604,167.907,-83.991
242.174,167.907,-83.456
245.744,167.907,-83.516
249.314,167.907,-82.317
252.884,167.907,-82.874
256.454,167.907,-83.243
260.024,167.907,-83.008
263.594,167.907,-82.350
267.164,167.907,-82.726
270.734,167.907,-83.138
274.304,167.907,-84.172
277.874,167.907,-83.847
281.444,167.907,-83.779
285.014,167.907,-81.789
288.585,167.907,-83.353
292.155,167.907,-83.682
295.725,167.907,-85.287
299.295,167.907,-85.725
302.865,167.907,-85.766
306.435,167.907,-87.146
310.005,167.907,-84.802
313.575,167.907,-86.321
317.145,167.907,-86.927
320.715,167.907,-85.642
324.285,167.907,-86.246
327.855,167.907,-87.033
331.425,167.907,-87.230
334.995,167.907,-86.105
338.565,167.907,-85.521
342.135,167.907,-86.889
345.705,167.907,-87.568
349.276,167.907,-86.912
352.846,167.907,-85.852
356.416,167.907,-83.888
359.986,167.907,-81.340
363.556,167.907,-82.745
367.126,167.907,-85.068
